@relation camel

@attribute text string
@attribute isBreakage {0,1}

@data
'Improper ordering of MINA filters   \tWhen we want to use SSL on the consumer side  MINA\'s SSLFilter must be inserted as the very first filter into the chain (or  at least  as the second one after an ExecutorFilter)  but it is currently not possible  because MinaComponent#createSocketEndpoint() always inserts a ProtocolCodecFilter at the very beginning by calling configureCodecFactory().A proposed workaround is to introduce an additional URL parameter noDefaultCodec which prohibits the installation of the default protocol codec filter. The protocol codec must be then configured manually  e.g. using Spring:&lt;bean id=\'sslFilter\' class=\'org.apache.mina.filter.SSLFilter\'&gt; &lt;constructor-arg&gt; &lt;bean class=\'javax.net.ssl.SSLContext\' factory-method=\'getDefault\' /&gt; &lt;/constructor-arg&gt;&lt;/bean&gt;&lt;bean id=\'codecFilter\' class=\'org.apache.mina.filter.codec.ProtocolCodecFilter\'&gt; &lt;constructor-arg ref=\'hl7codec\' /&gt;&lt;/bean&gt;&lt;bean id=\'hl7codec\' class=\'org.apache.camel.component.hl7.HL7MLLPCodec\' /&gt;&lt;bean id=\'minaFilters\' class=\'java.util.ArrayList\'&gt; &lt;constructor-arg&gt; &lt;list value-type=\'org.apache.mina.common.IoFilter\'&gt; &lt;ref bean=\'sslFilter\' /&gt;  &lt;ref bean=\'codecFilter\' /&gt;  &lt;/list&gt; &lt;/constructor-arg&gt;&lt;/bean&gt;After that  the consumer endpoint URL can look likefrom(\'mina:tcp://0.0.0.0:8888?sync=true&amp;lazySessionCreation=true&amp;noDefaultCodec=true&amp;filters=#minaFilters\').I am not sure whether this approach is optimal  therefore I call it \'workaround\' and not \'solution\'. The corresponding patch is attached.   ',0
'Routing slip does not stop when Exchange is failed   \t   ',1
'camel-example-etl throw error when running it.   \tHere is the stack trace.[ Camel thread 0: JpaComponent] JuelExpression DEBUG Noimpl class for juel ExpressionFactory defined in\'META-INF/services/org/apache/camel/component/el\'org.apache.camel.NoFactoryAvailableException: Could not find factory classfor resource: META-INF/services/org/apache/camel/component/juel atorg.apache.camel.impl.DefaultFactoryFinder.doFindFactoryProperties(DefaultFactoryFinder.java:135) atorg.apache.camel.impl.DefaultFactoryFinder.findClass(DefaultFactoryFinder.java:77) atorg.apache.camel.language.juel.JuelExpression.getExpressionFactory(JuelExpression.java:81) atorg.apache.camel.language.juel.JuelExpression.evaluate(JuelExpression.java:70) atorg.apache.camel.builder.ProcessorBuilder$4.process(ProcessorBuilder.java:94) atorg.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:67) atorg.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:53) atorg.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:82) atorg.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:93) atorg.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:67) atorg.apache.camel.processor.RedeliveryErrorHandler.processExchange(RedeliveryErrorHandler.java:223) atorg.apache.camel.processor.RedeliveryErrorHandler.processErrorHandler(RedeliveryErrorHandler.java:153) atorg.apache.camel.processor.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:91) atorg.apache.camel.processor.DefaultErrorHandler.process(DefaultErrorHandler.java:49) atorg.apache.camel.processor.DefaultChannel.process(DefaultChannel.java:206) at org.apache.camel.processor.Pipeline.process(Pipeline.java:74) atorg.apache.camel.processor.UnitOfWorkProcessor.processNext(UnitOfWorkProcessor.java:54) atorg.apache.camel.processor.DelegateProcessor.process(DelegateProcessor.java:48) atorg.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:67) atorg.apache.camel.component.jpa.JpaConsumer.processBatch(JpaConsumer.java:133) atorg.apache.camel.component.jpa.JpaConsumer$1.doInJpa(JpaConsumer.java:86) atorg.apache.camel.component.jpa.JpaTemplateTransactionStrategy$1$1.doInJpa(JpaTemplateTransactionStrategy.java:81) atorg.springframework.orm.jpa.JpaTemplate.execute(JpaTemplate.java:184) atorg.springframework.orm.jpa.JpaTemplate.execute(JpaTemplate.java:147) atorg.apache.camel.component.jpa.JpaTemplateTransactionStrategy$1.doInTransaction(JpaTemplateTransactionStrategy.java:79) atorg.springframework.transaction.support.TransactionTemplate.execute(TransactionTemplate.java:128) atorg.apache.camel.component.jpa.JpaTemplateTransactionStrategy.execute(JpaTemplateTransactionStrategy.java:77) atorg.apache.camel.component.jpa.JpaConsumer.poll(JpaConsumer.java:70) atorg.apache.camel.impl.ScheduledPollConsumer.run(ScheduledPollConsumer.java:108) atjava.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441) atjava.util.concurrent.FutureTask$Sync.innerRunAndReset(FutureTask.java:317) at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:150) atjava.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$101(ScheduledThreadPoolExecutor.java:98) atjava.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.runPeriodic(ScheduledThreadPoolExecutor.java:181) atjava.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:205) atjava.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) atjava.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) at java.lang.Thread.run(Thread.java:619)   ',0
'doCatch() - Without any exception given should report that as a problem   \tCode like this .doTry() .to(\'mock:b\') .throwException(new IllegalArgumentException(\'Damn\')) .doCatch() .to(\'mock:catch\') .end();Should report a failure in the route as doCatch must have at least 1 exception as parameter.It should correctly be .doCatch(Exception.class)We could also consider using Excpetion.class as default but in Java you must also provide the exception to catch and thus its more intuitive if its 100\% like Java   ',0
'RejectedExecutionException after restarting camel context   \tUser reported over the #camel channel the following exception trying to send a message after the context was stopped and restarted \'Failed to create Producer for endpoint:\'. Thats the exception I\'m gettingReason: java.util.concurrent.RejectedExecutionExceptionException in thread \'core\' org.apache.camel.FailedToCreateProducerException: Failed to create Producer for endpoint: Endpoint[activemq://queue:request.lavaOrderProducer.powerTraderServer]. Reason: java.util.concurrent.RejectedExecutionException at org.apache.camel.component.jms.JmsProducer.testAndSetRequestor(JmsProducer.java:116) at org.apache.camel.component.jms.JmsProducer.processInOut(JmsProducer.java:175) at org.apache.camel.component.jms.JmsProducer.process(JmsProducer.java:147) at org.apache.camel.impl.ProducerCache$1.doInProducer(ProducerCache.java:179) at org.apache.camel.impl.ProducerCache$1.doInProducer(ProducerCache.java:161) at org.apache.camel.impl.ProducerCache.doInProducer(ProducerCache.java:146) at org.apache.camel.impl.ProducerCache.sendExchange(ProducerCache.java:160) at org.apache.camel.impl.ProducerCache.send(ProducerCache.java:98) at org.apache.camel.impl.DefaultProducerTemplate.send(DefaultProducerTemplate.java:97) at com.wjb.producer.lavaData.dispatcher.ServerRequestDispatcher.requestSymbolSectorArray(ServerRequestDispatcher.java:122) at com.wjb.producer.core.LavaDataManager.initialize(LavaDataManager.java:64) at com.wjb.producer.core.ProducerCore.run(ProducerCore.java:98) at java.lang.Thread.run(Thread.java:619)Caused by: java.util.concurrent.RejectedExecutionException at java.util.concurrent.ThreadPoolExecutor$AbortPolicy.rejectedExecution(ThreadPoolExecutor.java:1760) at java.util.concurrent.ThreadPoolExecutor.reject(ThreadPoolExecutor.java:767) at java.util.concurrent.ScheduledThreadPoolExecutor.delayedExecute(ScheduledThreadPoolExecutor.java:216) at java.util.concurrent.ScheduledThreadPoolExecutor.schedule(ScheduledThreadPoolExecutor.java:366) at org.apache.camel.util.DefaultTimeoutMap.schedulePoll(DefaultTimeoutMap.java:156) at org.apache.camel.util.DefaultTimeoutMap.&lt;init&gt;(DefaultTimeoutMap.java:52) at org.apache.camel.component.jms.requestor.Requestor.&lt;init&gt;(Requestor.java:68) at org.apache.camel.component.jms.JmsProducer.testAndSetRequestor(JmsProducer.java:107)The following unit tests seems to reproduce the problem:ublic final class StartStopTest { private final GenericApplicationContext applicationContext = new GenericApplicationContext(); private final int testCount = 3; @Test public void test() throws Exception { //Initialize final File propertiesFile = new File(Constants.RESOURCE_DIRECTORY_NAME  Constants.PROPERTIES_FILE_NAME); PropertyConfigurator.configure(propertiesFile.getPath()); final File applicationContextFile = new File(Constants.RESOURCE_DIRECTORY_NAME  Constants.CONTEXT_FILE_NAME); final Resource applicationContextResource = new FileSystemResource(applicationContextFile); final AbstractBeanDefinitionReader beanDefinitionReader = new XmlBeanDefinitionReader(this.applicationContext); beanDefinitionReader.loadBeanDefinitions(applicationContextResource); this.applicationContext.refresh(); //Begin Testing for (int i = 0; i &lt; this.testCount; i++) { this.startSendStop(); Thread.sleep(3000); } } private void startSendStop() throws Exception { final SpringCamelContext springCamelContext = (SpringCamelContext)this.applicationContext.getBean(Constants.CAMEL_CONTEXT_NAME); final ProducerTemplate producerTemplate; final Endpoint serverRequestQueue; springCamelContext.start(); producerTemplate = springCamelContext.createProducerTemplate(); serverRequestQueue = springCamelContext.getEndpoint(\'serverRequestQueue\'); final Exchange exchange = producerTemplate.send(serverRequestQueue  new Processor() { public void process(final Exchange exchange) throws Exception { exchange.setPattern(ExchangePattern.InOut); exchange.getIn().setHeader(ServerJmsServices.REQUEST  ServerJmsServices.GET_SYMBOL_INFO); exchange.getIn().setBody(\'\'); } }); final String responseString = (String)exchange.getOut().getBody(); Assert.assertTrue(responseString.length() &gt; 0); springCamelContext.stop(); }}&lt;?xml version=\'1.0\' encoding=\'UTF-8\'?&gt;&lt;beans xmlns=\'http://www.springframework.org/schema/beans\'  xmlns:xsi=\'http://www.w3.org/2001/XMLSchema-instance\' xmlns:camel=\'http://camel.apache.org/schema/spring\' xsi:schemaLocation=\'http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans-2.5.xsd http://camel.apache.org/schema/spring http://camel.apache.org/schema/spring/camel-spring.xsd\'&gt; &lt;!-- ActiveMQ component for Camel to use --&gt; &lt;bean id=\'activemq\' class=\'org.apache.activemq.camel.component.ActiveMQComponent\' &gt; &lt;property name=\'connectionFactory\'&gt; &lt;bean class=\'org.apache.activemq.ActiveMQConnectionFactory\'&gt; &lt;property name=\'brokerURL\' value=\'tcp://192.168.5.10:61616?daemon=true\' /&gt; &lt;/bean&gt; &lt;/property&gt; &lt;/bean&gt; &lt;!-- Camel Context --&gt; &lt;camelContext id=\'camelContext\' xmlns=\'http://camel.apache.org/schema/spring\' autoStartup=\'false\'&gt;  &lt;camel:endpoint id=\'serverRequestQueue\' uri=\'activemq:queue:request.lavaOrderProducer.powerTraderServer\' /&gt; &lt;/camelContext&gt;&lt;/beans&gt;   ',0
'GroupedExchange in Aggregator is not working correctly   \tSee nabblehttp://old.nabble.com/Help\%21-org.apache.camel.impl.GroupedExchange-does-not-exist-in-the-latest-download-ts26841584.html   ',1
'camel-bindy dataformat KeyValue DSL can\'t work   \tWhen you set the bindy dataformat with below DSL   you will get the error that camel can\'t find the DataFormat.   public void configure() { from(\'direct:start\').marshal() .bindy(BindyType.KeyValue  \'org.apache.camel.dataformat.bindy.model.fix.simple\') .to(\'mock:result\'); }   ',0
'camel-cache - Missing some classes in .jar   \tSee nabblehttp://old.nabble.com/Camel-Cache\%3A-Processors-not-released--ts26908653.html   ',0
'JDBC component doesn\'t preserve headers   \tJDBC component doesn\'t preserve any of the headers that are sent into it   ',0
'The NP check of the remote service is wrong in CamelServiceExporter   \tWe should check the export service instead of the camelContext.&#8212; components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelServiceExporter.jav(revision 895109)+++ components/camel-spring/src/main/java/org/apache/camel/spring/remoting/CamelServiceExporter.jav(working copy)@@ -83 7 +83 7 @@ } Endpoint endpoint = CamelContextHelper.getMandatoryEndpoint(camelContext  uri); notNull(camelContext  \'service\');+ notNull(getService()  \'service\'); Object proxy = getProxyForService(); consumer = endpoint.createConsumer(new BeanProcessor(proxy  camelContext));   ',0
'Remove sample caches from Camel Cache component   \tCamel Cache has sample caches created by the component via its ehCache settings.These should not be created in order to avoid unnecessary taking up of ports by the sample caches.   ',0
'file component - Using fileName option should better detect constant vs dynamic name   \teg using fileName=header.txt makes Camel think its header with the name txt you want to use.   ',0
'BeanProcessor - Should differentiate between void and method returning null values   \tWhen invoking a bean method it should better detect whether the bean is a void or has a return type.And if it returns null it should be regarded as a valid response and set as body.See nabblehttp://old.nabble.com/filtering-messages-ts27403559.html   ',0
'cxfbean should  propagate CONTENT_TYPE for other camel component to use   \tThere is no \'content-type\' header return from the below route &lt;route&gt; &lt;from uri=\'jetty:http://localhost:9006/employeesBase?matchOnUriPrefix=true\'/&gt; &lt;to uri=\'cxfbean:EmployeesPOJO\'/&gt; &lt;/route&gt;   ',0
'HttpHeaderFilterStrategy dosn\'t filters out \'Cache-Control\'  \'Connection\'  \'Pragma\'  \'Trailer\'  \'Transfer-Encoding\'  \'Upgrade\'  \'Via\' and \'Warning\' in method applyFilterToCamelHeaders   \tHttpHeaderFilterStrategy uses the HTTP headers with upper case characters on the beginning (e. g. \'Transfer-Encoding\' instead of \'transfer-encoding\').   ',0
'WARNING log of JmsTemporaryTopicEndpoint   JmsTemporaryQueueEndpoint don\'t have the ManagedResource annotation   \tHere is the mail thread which discusses about this issue.http://old.nabble.com/Attemp-to-send-message-to-activemq-temporary-queue-using-producerTemplate\%3A-InvalidMetadataException-tp27520096p27520096.html   ',0
'HttpHeaderFilterStrategy should filter the HTTP \'Date\' header when applyFilterToCamelHeaders is called   \tSee rfc2616.   ',0
'Camel Velocity: change the case of all fields properties Header   \tUsing the velocity component doesn\'t respect the case matching of all fields of the header.For example: the exchange of properties CorrelationID change the case matching  after using velocity component  it puts the property in lowercase correlationid.   ',0
'Camel Freemarker: change the case of all fields properties Header   \tUsing the Freemarker component doesn\'t respect the case matching of all fields of the header.For example: the exchange of properties CorrelationID change the case matching  after using Freemarker component  it puts the property in lowercase correlationid.   ',0
'DefaultCamelContext throws NPE in start() for route with no destination   \tNot easy to track down when you have a lot of routes. This might be new with the introduction of StartupRouteHolder (I think that was introduced in 2.1  right?)public class TriggerNPETest extends CamelTestSupport { @Override protected RouteBuilder createRouteBuilder() throws Exception { return new RouteBuilder() { public void configure() { // This will generate an NPE on DefaultCamelContext.start() (line 973) // If this is an invalid route a proper message should be given far before  // this and/or NPE should be tested on line 973 from(\'direct:psd.nowhere\'); } }; } @Test public void testme() throws Exception { Thread.sleep(10000); }}java.lang.NullPointerException at org.apache.camel.impl.DefaultCamelContext.start(DefaultCamelContext.java:973) at org.apache.camel.test.junit4.CamelTestSupport.startCamelContext(CamelTestSupport.java:145) at org.apache.camel.test.junit4.CamelTestSupport.setUp(CamelTestSupport.java:98) // now start the inputs for all the route services as we have prepared Camel // yeah open the floods so messages can start flow into Camel for (Map.Entry&lt;Integer  StartupRouteHolder&gt; entry : inputs.entrySet()) { Integer order = entry.getKey(); Route route = entry.getValue().getRoute(); // &lt;&lt;&lt;------- Right here.   ',0
'karaf features.xml  should use servicemix commons-pool bundle   \tas commons-pool/commons-pool/1.5.4 osgi manifest header isn\'t correct  which shouldn\'t import org.apache.commons.pool package.SMX4-491&#91;1&#93; create servicemix wrapper bundle to fix this issue  so the karaf features.xml should use servicemix wrapper bundle&#91;1&#93;https://issues.apache.org/activemq/browse/SMX4-491   ',0
'should use servicemix jaxws 2.1 spec bundle but not the geronimo one   \totherwise will see the exception like javax.xml.ws.spi.FactoryFinder$ConfigurationError: Provider org.apache.axis2.jaxws.spi.Provider not foundat javax.xml.ws.spi.FactoryFinder$2.run(FactoryFinder.java:135)at javax.xml.ws.spi.FactoryFinder.doPrivileged(FactoryFinder.java:264)at javax.xml.ws.spi.FactoryFinder.newInstance(FactoryFinder.java:122)at javax.xml.ws.spi.FactoryFinder.access$200(FactoryFinder.java:42)at javax.xml.ws.spi.FactoryFinder$3.run(FactoryFinder.java:255)at javax.xml.ws.spi.FactoryFinder.doPrivileged(FactoryFinder.java:264)at javax.xml.ws.spi.FactoryFinder.find(FactoryFinder.java:165)at javax.xml.ws.spi.Provider.provider(Provider.java:39)at javax.xml.ws.Service.&lt;init&gt;(Service.java:36)   ',0
'ConsumerTemplate don\'t support the jms uri with selector   \tThis unit test can shows the issue that selector option don\'t work for ConsumerTemplate@Test public void testConsumerTemplate() throws Exception { template.sendBodyAndHeader(\'activemq:queue:consumer\'  \'Message1\'  \'SIZE_NUMBER\'  1505); template.sendBodyAndHeader(\'activemq:queue:consumer\'  \'Message3\'  \'SIZE_NUMBER\'  1300); template.sendBodyAndHeader(\'activemq:queue:consumer\'  \'Message2\'  \'SIZE_NUMBER\'  1600); // process every exchange which is ready. If no exchange is left break // the loop while (true) { Exchange ex = consumer.receiveNoWait(\'activemq:queue:consumer?selector=SIZE_NUMBER&lt;1500\'); if (ex != null) { Message message = ex.getIn(); int size = message.getHeader(\'SIZE_NUMBER\'  int.class); assertTrue(\'The message header SIZE_NUMBER should be less than 1500\'  size &lt; 1500); assertEquals(\'The message body is wrong\'  \'Message3\'  message.getBody()); } else { break; } } }And here is mail thread which discusses about it.   ',0
