@relation wicket

@attribute text string
@attribute isSurprise {0,1}

@data
'AjaxSubmitLink doesn\'t always find enclosing form properly   \tIf the AjaxSubmitLink constructor that doesn\'t take in a form is called  it calls the constructor that does take in a form with null for the form. This seems correct  and it passes the form argument into the constructor of the AjaxFormSubmitBehavior as also seems correct. AjaxFormSubmitBehavior has a private getForm() method that  if the form is null  sensibly searches through the component hierarchy to find a form that contains the component. This is also good. The bit that seems wrong is that the overridden onSubmit(AjaxRequestTarget) and onError(AjaxRequestTarget) methods in AjaxSubmitLink\'s version of AjaxFormSubmitBehavior call AjaxSubmitLink\'s onSubmit and onError with the form argument that was originally passed into the constructor. This means that if you originally called the one-argument constructor for AjaxSubmitLink  the onSubmit and onError methods will be called with a null form  rather than the actual form that was submitted.As far as I can see  an easy fix for this would be to make getForm() in AjaxFormSubmitBehavior protected rather than private  and then to call getForm() in the overridden onSubmit and onError in AjaxSubmitLink\'s version of AjaxFormSubmitBehavior. That way the AjaxSubmitLink\'s onSubmit and onError would always be called with the actual form that was submitted.   ',0
'Escaping DiskPageStore SessionFolder needed   \tWhen sessionId=8y4bxNcyiScVVV6QtVp9lg**.node1 Wicket can\'t create the temp directory because the name contains invalid character (at least on windows).So a FileNotFoundException is thrown.The use case happens when tomcat is configured as (in order to work with apache module mod_jk) &lt;!-- Define an AJP 1.3 Connector on port 8009 --&gt; &lt;Connector port=\'8009\' address=\'${jboss.bind.address}\' protocol=\'AJP/1.3\' emptySessionPath=\'true\' enableLookups=\'false\' redirectPort=\'8443\' /&gt; &lt;Engine name=\'jboss.web\' defaultHost=\'localhost\' jvmRoute=\'node1\'&gt;My very temp solution (to let things go) is  private File getSessionFolder(String sessionId  boolean create) { File storeFolder = getStoreFolder(); File sessionFolder = new File(storeFolder  sessionId.replace(\'*\' \'_\')); if (create &amp;&amp; sessionFolder.exists() == false) { mkdirs(sessionFolder); } return sessionFolder; }I think that a global solution is needed to fix the problem.   ',0
'FormComponent.error(ivalidationerror) error needs to show tried resource keys   \tPlease see the following discussion from Wicket forum http://www.nabble.com/Having-problems-with-resource-keys-in-a-form-which-has-two-panels-of-the-same-kind-td15881597.html   ',0
'StyleDateConverter does not use the components Locale when formatting.   \tThe StyleDateConverter class does not use .withLocale(getLocale()) in the getFormat() method.This means that any \'LL\' formatted dates do not have the correct translations present when outputting words (eg  month).protected DateTimeFormatter getFormat() { DateTimeFormatter dtf = DateTimeFormat.forPattern(getDatePattern()).withPivotYear(2000); return dtf;}should beprotected DateTimeFormatter getFormat() { DateTimeFormatter dtf = DateTimeFormat.forPattern(getDatePattern()).withLocale(getLocale()).withPivotYear(2000); return dtf;}   ',0
'External JAvascript references not included   \tWhen using IHeaderResponse to include an external Javascript file  it is not included because of this bug:Index: /Users/John/Development/wicket/trunk/jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/internal/HeaderResponse.java===================================================================&#8212; /Users/John/Development/wicket/trunk/jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/internal/HeaderResponse.java (revision 614519)+++ /Users/John/Development/wicket/trunk/jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/internal/HeaderResponse.java (working copy)@@ -177 7 +177 7 @@ { List token1 = Arrays.asList(new Object[] { \'javascript\'  url }); List token2 = Arrays.asList(new Object[] { \'javascript\'  id }); if (wasRendered(token1) == false &amp;&amp; wasRendered(token2))+ if (wasRendered(token1) == false &amp;&amp; wasRendered(token2) == false) { JavascriptUtils.writeJavascriptUrl(getResponse()  url  id); markRendered(token1);@@ -258 8 +258 7 @@ { if (!closed) { List token = Arrays .asList(new Object[] { \'javascript-event\'  target  event  javascript });+ List token = Arrays.asList(new Object[] { \'javascript-event\'  target  event  javascript }); if (wasRendered(token) == false) { renderJavascriptReference(WicketEventReference.INSTANCE);@@ -264 7 +263 7 @@ { renderJavascriptReference(WicketEventReference.INSTANCE); JavascriptUtils.writeJavascript(getResponse()  \'Wicket.Event.add(\' + target + \'  /\'\' + event + \'/\'  function() { \' + javascript + \';});\');+ \'  /\'\' + event + \'/\'  function() { \' + javascript + \';});\'); markRendered(token); } }@@ -275 7 +274 7 @@ */ public void close() {- this.closed = true;+ closed = true; } /**   ',0
'AuthenticatedWebApplication uses deprecated constructor of AuthenticatedWebSession   \tIn changing from 1.3.1 to 1.3.2 the AuthenticatedWebSession(AuthenticatedWebApplication  Request) method became deprecated  but AuthenticatedWebApplication#newSession still searches for this one.Simply a matter of changing lines 114-116 of AuthenticatedWebApplication.java from:return webSessionClassRef.get().getDeclaredConstructor( AuthenticatedWebApplication.class  Request.class).newInstance( AuthenticatedWebApplication.this  request);to:return webSessionClassRef.get().getDeclaredConstructor( Request.class).newInstance( request);   ',0
'WicketTester.startPage(Class) does not trigger WebRequestCycle.onBeginRequest   \tWhile using WicketTester to test my WebApplication that is using a custom WebRequestCycle and WebRequestCycleProcessor I noticed that WicketTester does not follow the same RequestCycle as it would do when running in a real live environment resulting in MyWebRequestCycle.onBeginRequest not being called.Using startPage(Page) will call MyWebRequestCycle.onBeginRequest but then the IRequestTarget that is resolved from the Request indicates the Request comes from the DummyHomePage.testPage link. Can startPage be implemented that it really resembles the real live environment? After some research and testing I came up with this implementation  maybe it can be used:public Page startPage(Class pageClass) { WebRequestCycle requestCycle = super.setupRequestAndResponse(); requestCycle.getRequest().getRequestParameters().setBookmarkablePageClass(pageClass.getName()); super.processRequestCycle(requestCycle); return super.getLastRenderedPage();}   ',0
'WicketTester.clickLink(String) only triggers the WebRequestCycle.onEndRequest   \tThis issue is somewhat related to WICKET-1434.The WebRequestCycle.onBeginRequest is called in a real live environment.I created an implementation for WicketTester for clicking AjaxLink\'s that triggers the onBeginRequest but I can\'t really asses if it breaks something. Maybe it can be used as example or something:class MyWicketTester extends WicketTester { public void clickAjaxLink(String linkPath) { WebRequestCycle cycle = super.setupRequestAndResponse(); cycle.getRequest().getRequestParameters().setInterfaceName(IBehaviorListener.class.getSimpleName()); cycle.getRequest().getRequestParameters().setBehaviorId(\'0\'); cycle.getRequest().getRequestParameters().setComponentPath(getComponentFromLastRenderedPage(linkPath).getPath()); super.processRequestCycle(cycle); }}   ',0
'Unable to use properties file when generating XML files   \tPlease refer to this thread: http://www.nabble.com/Unable-to-use-wicket:message-when-generating-XML-files-td15779276.html   ',0
'detach behavior   \tThis was originally posted as a ConcurrentModificationException during detach on the wicket user list (http://markmail.org/message/xnrot5hm4wvow7dq) but later investigations show that there is something else not right.Let me begin by restating the original problem:A couple of days ago Warren came to me with a problem. If he attacheda behavior to a component which potentially throws aRestartResponseAtInterceptPageException aConcurrentModificationException would bubble all the way into tomcatcode.Now you probably are going to say: \'Then don\'t do that\'  but thefact that an exception escapes wicket is imo reason to investigate.So i did some digging. The situation is as follows:In the renderHead method of an IHeaderContributor a check is performedfor an authenticated user  if none is found a RRAIPE is thrown.One of the places that executes renderHead is the onDetach of WebPage.Now suppose we have a Page A which has a component decorated with thisheader contributor  the page also contains a Button to log off users.The onsubmit for this button is as simple as log user off andsetResponsePage(class).This page is usually only accessible if an authenticated user isavailable so everything works fine if that is the case.But then the user decides to log off  the onsubmit is triggered andexits normally. the request continues and reaches the point where theRequestCycle is detaching all RequestTargets (at that point there are2 targets  1 for the current page and 1 set during the onsubmit).During the detach the renderHead method is executed along with thecheck for an authenticated user. Since there isn\'t one anymore aRRAIPE is thrown  adding a 3rd target to the stack of RequestTargets.The RRAIPE bubbles up to RequestCycle.detach() and is caught andlogged there. Then wicket attempts to detach the next RequestTargetbut since an iterator is used to loop through all targets  theiterator detects the stack has been changed and throws aConcurrentModificationException. Ultimately resulting in a tomcaterror page.I tried changing the iterator loop to a regular for(int i=0;i &lt; .....)loop and this seems to fix the problem  even if later on morerequesttargets are added wicket happily executes them and comes upwith the desire page.There is one disadvantage i see with this solution: the requesttargetthrowing the RRAIPE is not fully detached. Perhaps the RRAIPE can beswallowed after it has added a RequestTarget and only in the case of adetach phase. That way the rest of the page could be normallydetached.Here is where it gets interesting:Johan noticed that WebPage.detach should not call renderHead during detach.In fact the only reason it does so is during development when it does not detect a header element. It then checks if there indeed should not be a header by visiting the behaviors and comparing the output to what it currently has. However as the code comments point out it then does nothing with that information because the code that should handle it does not work yet.So the question became why does the page does not have a header element. At first i thought this is because in this case a setResponsePage is done which would suppress any rendering of the current page.However this is not the case as renderhead is also called during detach in a normal page render. It does not matter if the markupfile contains a header element or not. As it turns out the presence of a header element is checked by getting a wicket component with id header This always returns null as there is no such child component. There is however a child component with an id like _header_0   ',0
'nested forms inside a multipart form can\'t be submitted via ajax   \tnested forms can\'t be submitted via ajax if any of the parent forms contain a fileuploadfield (which makes the root form a multipart).fix: skip changing the request to a multipart request in Form#handleMultiPart  if it\'s an ajax request.these two types of requests mutually exclude each other anyway.   ',0
'StreamCorruptedException/PageStore/Serialization broken because ObjectOutputStream was not flushed   \tThe Objects.objectToByteArray() method incorrectly forgets to flush/close the ObjectOutputStream it uses. This can create corrupt object streams.   ',0
'Problem with ajax form submission inside model window in IE and Safari   \t   ',0
'BaseWicketTester.isComponentOnAjaxResponse() test is too strong   \tUsing 1.3.0 but still present in 1.3.2 source.The response i got from the ajax request was :&lt;?xml version=\'1.0\' encoding=\'UTF-8\'?&gt;&lt;ajax-response&gt;&lt;header-contribution encoding=\'wicket1\' &gt;&lt;![CDATA[&lt;head xmlns:wicket=\'http://wicket.apache.org\'&gt;&lt;script type=\'text/javascript\' src=\'resources/org.apache.wicket.markup.html.WicketEventReference/wicket-event.js\'&gt;&lt;/script&gt;&lt;script type=\'text/javascript\' src=\'resources/org.apache.wicket.ajax.WicketAjaxReference/wicket-ajax.js\'&gt;&lt;/script&gt;&lt;script type=\'text/javascript\' src=\'resources/org.apache.wicket.ajax.AbstractDefaultAjaxBehavior/wicket-ajax-debug.js\'&gt;&lt;/script&gt;&lt;script type=\'text/javascript\' id=\'wicket-ajax-debug-enable\'&gt;&lt;Unable to render embedded object: File (--/*--&gt;&lt;) not found.[CDATA[/&gt;&lt;!--/wicketAjaxDebugEnable=true;/--&gt;]]&gt;/&lt;/script&gt;&lt;script type=\'text/javascript\' src=\'resources/org.apache.wicket.extensions.ajax.markup.html.autocomplete.AutoCompleteBehavior/wicket-autocomplete.js\'&gt;&lt;/script&gt;&lt;script type=\'text/javascript\' src=\'resources/com.amdm.ajf.wicket.component.autocomplete.ImprovedAutoCompleteBehavior/improved-autocomplete.js\'&gt;&lt;/script&gt;&lt;/head&gt;]]&gt;&lt;/header-contribution&gt;&lt;component id=\'ville9\' encoding=\'wicket1\' &gt;&lt;![CDATA[&lt;input value=\'TOULOUSE\' autocomplete=\'off\' maxlength=\'26\' type=\'text\' onfocus=\'this.className=\'focus\';\' size=\'28\' name=\'view:adresse:adresseInner:villeFrancaiseDiv:ville\' onchange=\'wicketThrottler.throttle( \'th1\'  200  function() { var wcall=wicketAjaxPost(\'?wicket:interface=:0:updateExpertWizard:form:view:adresse:adresseInner:villeFrancaiseDiv:ville::IBehaviorListener:3:-1\'  wicketSerialize(Wicket.$(\'ville9\')) null null  function() {return Wicket.$(\'ville9\') != null;}.bind(this));});\' id=\'ville9\' onblur=\'this.className=\'normal\';\'/&gt;&lt;script type=\'text/javascript\'&gt;&lt;Unable to render embedded object: File (--/*--&gt;&lt;) not found.[CDATA[/&gt;&lt;!--/new Wicket.AutoComplete(\'ville9\' \'?wicket:interface=:0:updateExpertWizard:form:view:adresse:adresseInner:villeFrancaiseDiv:ville::IActivePageBehaviorListener:1:-1&amp;wicket:ignoreIfNotActive=true\' false);/--&gt;]]&gt;/&lt;/script&gt;]]&gt;&lt;/component&gt;&lt;component id=\'codePostalBinde8\' encoding=\'wicket1\' &gt;&lt;![CDATA[&lt;input value=\'34200\' autocomplete=\'off\' maxlength=\'5\' type=\'text\' onfocus=\'this.className=\'focus\';\' size=\'5\' name=\'view:adresse:adresseInner:villeFrancaiseDiv:codePostalBinde\' onchange=\'wicketThrottler.throttle( \'th2\'  200  function() { var wcall=wicketAjaxPost(\'?wicket:interface=:0:updateExpertWizard:form:view:adresse:adresseInner:villeFrancaiseDiv:codePostalBinde::IBehaviorListener:3:-1\'  wicketSerialize(Wicket.$(\'codePostalBinde8\')) null null  function() {return Wicket.$(\'codePostalBinde8\') != null;}.bind(this));});\' id=\'codePostalBinde8\' onblur=\'this.className=\'normal\';\'/&gt;&lt;script type=\'text/javascript\'&gt;&lt;Unable to render embedded object: File (--/*--&gt;&lt;) not found.[CDATA[/&gt;&lt;!--/new Wicket.AutoComplete(\'codePostalBinde8\' \'?wicket:interface=:0:updateExpertWizard:form:view:adresse:adresseInner:villeFrancaiseDiv:codePostalBinde::IActivePageBehaviorListener:1:-1&amp;wicket:ignoreIfNotActive=true\' false);/--&gt;]]&gt;/&lt;/script&gt;]]&gt;&lt;/component&gt;&lt;/ajax-response&gt;And my test is :tester.assertComponentOnAjaxResponse(\'updateExpertWizard:form:view:adresse:adresseInner:villeFrancaiseDiv:ville\');It fails in BaseWicketTester.isComponentOnAjaxResponse() :// Look for that the component is on the response  using the markup id boolean isComponentInAjaxResponse = ajaxResponse.matches(\'(?s).*&lt;component id=/\'\' + markupId + \'/\' ?&gt;.*\'); failMessage = \'Component wasn\'t found in the AJAX response\';because of the attribut { encoding=\'wicket1\' } present in the component tag. The regex must be sweeter like (for example):\'(?s).&lt;component id=/\'\' + markupId + \'/\' . ?&gt;.*\' (or much much better   ',0
'Unusual ClassCastException (SimpleAttributeModifier to IBehaviorListener) processing onError.   \tBuild the application from the four class files and one html file below. Run class Start as an application. Go to your browser  to this URL:http://localhost:4280/behaviorbug/Type some text into the text field. After six characters  it will throw a ClassCastException.Source:package com.bugs.behaviorBug;import org.apache.wicket.ajax.AjaxRequestTarget;import org.apache.wicket.ajax.form.AjaxFormComponentUpdatingBehavior;import org.apache.wicket.behavior.SimpleAttributeModifier;import org.apache.wicket.markup.html.form.TextField;import org.apache.wicket.model.IModel;public class BehaviorBug extends TextField { public BehaviorBug(String id  IModel model) { super( id  model ); init(); } private int kc = 0; private int cc = 0; private final SimpleAttributeModifier blackBorder = new SimpleAttributeModifier( \'border-color\'  \'black\' ); private final SimpleAttributeModifier redBorder = new SimpleAttributeModifier( \'border-color\'  \'red\' ); private SimpleAttributeModifier currentBorder = null; private void init() { setBorder( this.blackBorder ); AjaxFormComponentUpdatingBehavior changeWarningBehavior = new AjaxFormComponentUpdatingBehavior( \'onchange\' ) { @Override protected void onUpdate(AjaxRequestTarget target) { System.err.println( \'WarningTextField onUpdate onChange \' + BehaviorBug.this.cc++ ); reColor(); } }; // I\'m trying to do something tricky here. I want it to validate after every // keystroke  so the user can get instant feedback on when the data is good. AjaxFormComponentUpdatingBehavior keyUpWarningBehavior = new AjaxFormComponentUpdatingBehavior( \'onkeyup\' ) { @Override protected void onUpdate(AjaxRequestTarget target) { System.err.println( \'WarningTextField onUpdate onKeyUp \' + BehaviorBug.this.kc++ ); reColor(); // Thread.dumpStack(); } // The implementation of AjaxFormComponentUpdatingBehavior only calls // onUpdate // when the field is valid. Since it won\'t update when the field is // invalid  I // can\'t get my instant feedback unless I call onUpdate() when there\'s an // error. // Since I can\'t override onEvent() (It\'s final)  I override onError to // force // an update even when the field is invalid. This should be safe  since // onError() // is only called on invalid data with a null exception  in which case it // does // nothing. // This  however  seems to be what causes the bug. I have no idea why this // would cause the bug. @Override protected void onError(AjaxRequestTarget target  RuntimeException e) { // Called on validation error with a null e. super.onError( target  e ); // Throws e  if it\'s not null. Does nothing // otherwise. onUpdate( target ); } }; add( changeWarningBehavior ); add( keyUpWarningBehavior ); } private void reColor() { if ( isValid() ) { setBorder( BehaviorBug.this.blackBorder ); } else { setBorder( BehaviorBug.this.redBorder ); } } private void setBorder(SimpleAttributeModifier border) { if ( this.currentBorder != null &amp;&amp; this.currentBorder != border ) { remove( this.currentBorder ); } this.currentBorder = border; add( this.currentBorder ); }}package com.bugs.behaviorBug;import org.apache.wicket.Application;import org.apache.wicket.Page;import org.apache.wicket.Request;import org.apache.wicket.Response;import org.apache.wicket.Session;import org.apache.wicket.protocol.http.WebApplication;import org.apache.wicket.protocol.http.WebSession;/**  @author Miguel Mu??oz @version $Id$  */public class BehaviorBugApplication extends WebApplication { /** Constructor */ public BehaviorBugApplication() { // empty } @Override protected void init() { // empty } @Override public Class&lt;? extends Page&gt; getHomePage() { return Index.class; } /* (non-Javadoc)  @see org.apache.wicket.protocol.http.WebApplication#newSession(org.apache.wicket.Request  org.apache.wicket.Response) */ @Override public Session newSession(Request request  Response response) { return new BugSession( this  request ); } public class BugSession extends WebSession { public BugSession(Application application  Request request) { super(request); setApplication( application ); } }}package com.bugs.behaviorBug;import org.apache.wicket.markup.html.WebPage;import org.apache.wicket.markup.html.form.Form;import org.apache.wicket.markup.html.form.TextField;import org.apache.wicket.model.Model;import org.apache.wicket.validation.IValidator;import org.apache.wicket.validation.validator.StringValidator;/**  @author Miguel Mu??oz @version $Id$  */public class Index extends WebPage { /**  */ public Index() { Form form = new Form(\'form\'); TextField textField = new BehaviorBug(\'testfield\'  new Model()); IValidator lengthValidator = new StringValidator.MaximumLengthValidator(4); textField.add( lengthValidator ); form.add( textField ); add(form); }}package com.bugs.behaviorBug;import org.mortbay.jetty.Connector;import org.mortbay.jetty.Server;import org.mortbay.jetty.nio.SelectChannelConnector;import org.mortbay.jetty.webapp.WebAppContext;/**  @author Miguel Mu??oz @version $Id$  */public class Start { private static final int defaultPort = 4280; /**  @param args */ public static void main(String[] args) { int port = defaultPort; if (args.length != 0) Unknown macro: { try { port = Integer.valueOf( args[0] ); } catch ( NumberFormatException e ) { System.err.println(\'Unable to parse port parameter /\'\' + args[0] + \'/\' as an integer.\'); System.err.println(\'Using default value of x \' + defaultPort); } }  Server server = new Server(); SelectChannelConnector connector = new SelectChannelConnector(); connector.setPort( port ); server.setConnectors( new Connector[] { connector } ); WebAppContext web = new WebAppContext();// web.setContextPath( \'/workspace/WicketTutorial\' ); web.setContextPath( \'/behaviorbug\' ); System.out.println( \'CP: \' + web.getContextPath() ); web.setWar( \'src/main/webapp\' + port ); server.addHandler( web ); try { server.start(); // Who was the bozo who declared this to throw Exception? server.join(); } catch ( Exception e ) { e.printStackTrace(); System.exit( 1 ); } }}&lt;html&gt;&lt;head&gt;&lt;title&gt;Behavior Bug&lt;/title&gt;&lt;link href=\'style.css\' rel=\'stylesheet\' /&gt;&lt;/head&gt;&lt;body&gt;&lt;div id=\'container\'&gt; &lt;div id=\'header\'&gt;Behavior Bug&lt;/div&gt; &lt;div id=\'content\'&gt; Type some text into the field below. After six characters  you\'ll get a stack trace. &lt;form wicket:id=\'form\'&gt; &lt;input type=\'text\' wicket:id=\'testfield\' name=\'txt\' width=\'35\' size=\'25\' /&gt;&lt;p&gt; submit: &lt;input type=\'submit\' value=\'That\'s all  Folks!\'/&gt;&lt;/p&gt; &lt;/form&gt; End of form. &lt;/div&gt;&lt;/div&gt;Test of Build Process.&lt;/body&gt;&lt;/html&gt;   ',0
'DataTable.html does not validate (HTML 4.01/XHTML-Strict)   \tAccording to http://www.w3.org/TR/html401/struct/tables.html#h-11.2.3  &lt;tfoot&gt;..&lt;/tfoot&gt; must come before the start of &lt;tbody&gt;. The has not changed for XHTML.Proposed fix: just move &lt;tfoot&gt; up after &lt;thead&gt; and before &lt;tbody&gt;.   ',0
'AjaxEditableMultiLineLabel + race condition /   \tThere are two issues concerning AjaxEditableMultiLineLabel:a) Race condition cancel editingUsing \'Esc\' to cancel editing might lead to two events to be fired: first onKeypress is executed - which leads to bluring the component in Opera. This results in the onblur-event firing and the input is submitted!Changing the code in onComponentTag to protected void onComponentTag(ComponentTag tag) {  super.onComponentTag(tag); final String saveCall = \'{wicketAjaxGet(\'\' + getCallbackUrl() + \'&amp;save=true&amp;\'+this.name+\'=\'+wicketEncode(this.value)); return false;}\'; final String cancelCall = \'{wicketAjaxGet(\'\' + getCallbackUrl() + \'&amp;save=false\'); this.onblur=\'\'; return false;}\'; final String keypress = \'var kc=wicketKeyCode(event); if (kc==27) \' + cancelCall + \'; \'; tag.put(\'onblur\'  saveCall); tag.put(\'onkeypress\'  keypress); }stops onblur being fired.This might also apply for AjaxEditableLabel - though I haven\'t seen this happening there yet.b) Displaying defaultNullLabel on empty String Model:Should behave like AjaxEditableLabel  i.e.: protected void onComponentTagBody(MarkupStream markupStream  ComponentTag openTag) { Object modelObject = getModelObject(); if (modelObject == null || \'\'.equals(modelObject)) { replaceComponentTagBody(markupStream  openTag  defaultNullLabel()); } else { super.onComponentTagBody(markupStream  openTag); } }   ',0
'MarkupCache.putIntoCache doesn\'t behave correctly!!   \t\'putIntoCache\' checks for the locationString not to be null instead of the cacheKey!This way you always get old markup returned instead of the freshly supplied markup which shouldn\'t be cached at all.   ',0
'AutoCompleteTextField - javascript error \'type mismatch\' in line 227 in IE   \tI just swithed from 1.3.2 to 1.3.3 and that resultet in a javascript error \'type mismatch\' in line 227  wich is this line in wicket-autocomplete.js:  menu.style.zIndex=index==\'auto\'?index:Number(index)+1;Only in IE (6.0) - firefox works fine.   ',0
'MarkupCache style/variation/locale support broken   \tWe\'re running into a problem with the change made for this issue: WICKET-1370Basically  if you have a situation like this where the Login page extends DefaultPage and uses &lt;wicket:extend&gt;:Login.htmlDefaultPage.htmlDefaultPage_style1.htmlDefaultPage_style2.htmlThe markup for DefaultPage will always be based on the first style the site is hit with. This is because the location string (\'Login.html\') hasn\'t changed with the style change.   ',0
'Widen Generics for Lists/Iteratos   \tIt is important to widen the generics for collections.For example it is better (and sometimes necessary) to change the signature of org.apache.wicket.markup.repeater.data.IDataProvider#iterator to:Iterator&lt;? extends T&gt; iterator(int first  int count);I will create and add a patch later.   ',0
'NPE in EnclosureResolver   \tif you put a single wicket:container in a wicket:enclosure  it will NPE looking for a \'child\' attribute. you can work around by either changing the container to a div (in which case it will correctly default to the single child) or by adding a child=\'name\' attribute to the enclosure to explicitly specify the single child.Caused by: java.lang.NullPointerException at org.apache.wicket.markup.resolver.EnclosureResolver.resolve(EnclosureResolver.java:59) at org.apache.wicket.MarkupContainer.renderNext(MarkupContainer.java:1324) at org.apache.wicket.MarkupContainer.renderComponentTagBody(MarkupContainer.java:1476) at org.apache.wicket.MarkupContainer.renderAssociatedMarkup(MarkupContainer.java:639) at org.apache.wicket.markup.html.panel.Panel.onComponentTagBody(Panel.java:112) at org.apache.wicket.Component.renderComponent(Component.java:2478) ... 47 common frames omitted   ',0
'addDomReadyEvent unreliable for Safari   \tBecause Safari doesn\'t support an onDomReady event  wicket-event.js emulates that behavior using timeouts when that browser is detected. However  the timeout is only set once  for 10ms; window.setTimeout() does not produce a repeating timeout. If the document object is not ready at that point  the registered functions are never called. Often it is ready  so the bug is masked.I discovered this problem in a page that uses the DateTimeField component  which uses onDomReady for its initialization. Sometimes the component works fine  other times nothing happens when you click. It\'s a fairly complicated page that apparently Safari may spend more than 10ms building.   ',0
'Bookmarkable / Stateless form submit bug   \tA stateless bookmarkable form submission isn\'t working correctly for submissions after reboot or session expiration. This may be due to the use of MixedParamUrlCodingStrategy: believe I\'ve tracked down the problem to this code in BookmarkablePageRequestTargetUrlCodingStrategy:  // do some extra work for checking whether this is a normal request to a  // bookmarkable page  or a request to a stateless page (in which case a  // wicket:interface parameter should be available  final String interfaceParameter = (String)parameters  .remove(WebRequestCodingStrategy.INTERFACE_PARAMETER_NAME);  if (interfaceParameter != null)  { WebRequestCodingStrategy.addInterfaceParameters(interfaceParameter  requestParameters); return new BookmarkableListenerInterfaceRequestTarget(pageMapName  (Class)bookmarkablePageClassRef.get()  parameters  requestParameters .getComponentPath()  requestParameters.getInterfaceName()  requestParameters.getVersionNumber()); } The issue is that the \'parameters\' will never contain the INTERFACE_PARAMETER_NAME because it would have been removed in WebRequestCodingStrategy:decode:215 which as far as I can tell is always called first (from RequestCycle.step.RESOLVE_TARGET:1233). The \'requestParameters\' should already have the interface parameters  so it isn\'t clear why the addInterfaceParameters() logic is being called again (it is already called in WebRequestCodingStrategy:decode:200). I\'ve got a patch forthcoming.   ',0
'Syntactic errors in the manifest OSGi headers   \tHello  Not exactly sure about the error location  but upon deployment on a OSGi container (SpringSource Application Context  based on Equinox)  I get the following trace:&#91;2008-05-19 19:39:26.041&#93; fs-watcher &lt;SPOP0004W&gt; The bundle \'/home/djo/Java/servers/springsource-ap-1.0.0.beta3/repository/bundles/usr/wicket-datetime-1.4-m2.jar\' could not be provisioned is its manifest is malformed. The error encountered whilst parsing the manifest was: The manifest identified by Name \'Wicket Date/Time\'  Symbolic Name \'org.apache.wicket.wicket-datetime\'  and Version \'1.4.0.m2\' has the following errors [org.antlr.runtime.NoViableAltException on \'Package Header &#91;Import&#93;\' at Char: 768 org.antlr.runtime.NoViableAltException on \'Package Header &#91;Export&#93;\' at Char: 101]   ',0
'AbstractRequestTargetUrlCodingStrategy(line 174) throws confusing exception. It would be better redirect to 404-page in this case.   \tSteps to reproduce: When user manually types incorrect URL  this confusing exception will be thrown.SEVERE: Internal error for /eshop/profile/pjava.lang.IllegalStateException: URL fragment has unmatched key/value pair: p at org.apache.wicket.request.target.coding.AbstractRequestTargetUrlCodingStrategy.decodeParameters(AbstractRequestTargetUrlCodingStrategy.java:174) at org.apache.wicket.request.target.coding.BookmarkablePageRequestTargetUrlCodingStrategy.decode(BookmarkablePageRequestTargetUrlCodingStrategy.java:76) at org.apache.wicket.protocol.http.request.WebRequestCodingStrategy.targetForRequest(WebRequestCodingStrategy.java:476) at org.apache.wicket.protocol.http.WebRequestCycleProcessor.resolve(WebRequestCycleProcessor.java:175)   ',0
'Memory leak in Localizer   \tI noticed recently (and told on IRC) a problem with the Localizer and the way the getCacheKey() method works.I uses the component id of all component in the path to the component to create the key. But each page generation has a different id. This has been fixed recently by breaking outside of the loop which creates the key if the component\'s parent is a Page instance. This partially solves the always increasing cache. But it still has some issues: with the page completely outside of the path  it could introduce some rare bugs when searching for keys defined in the page properties file (it shouldn\'t break but skip the \'buffer.append(\':\').append(cursor.getId())\' when the cursor is on a Page instance). there is still a bunch of ids generated when you loop over a repeater (the component of type Item has a new id for every item in the list). this is mitigated by the fact that when doing a normal refresh of the view  the starting id restarts at 1  but if you have an Ajax paging view  it\'s not restarted and starts again to fill the cache with unwanted keys.there are multiple options: never include the id in the key (I\'m not convinced it is necessary; is it really used in the String loader?) don\'t include the id in the key if the cursor is on a component of type Page or Item don\'t include the id if it\'s numeric (is this costly?)In the meantime  I\'ll make a small fix in my local checkout of Wicket  not including the id if the cursor is on Page or Item   ',1
'TimeFrame.equals(Object)  does not work as expected   \tthe equals() method should be implemented for the TimeFrame class   ',1
'Memory leak in DiskPageStore   \tNo entries are removed from DiskPageStore.sessionIdToEntryMap. I guess  this should be added to the DiskPageStore.unbind(String sessionId) method: public void unbind(String sessionId) { // FIX: replace get() with remove() SessionEntry entry = (SessionEntry)sessionIdToEntryMap.get(sessionId); if (entry != null) { if (isSynchronous()) { entry.unbind(); } else { List pages = getPagesToSaveList(sessionId); synchronized (pages) { flushPagesToSaveList(sessionId  pages); entry.unbind(); } pagesToSaveAll.remove(sessionId); } } }   ',1
